UNITID,InstitutionName,State-Country,Region,SECTOR,Level,HighestDegreeOffered,UnderGradOfferings,GradOfferings,DegreeOffered,DegreeGrantingYN,HBCU,TRIBAL,DegreeOfUrban,InstCatOfProg,Degrees-Majors,MajorFields,InstSize,UNITID,"Level of Student","Grand Total","Grand Total Men","Grand Total Women",MyUnknownColumn,UNITID,"Grand Total","Grand Total Men","Grand Total Women"
111744,CET-Colton,6,8,8,3,2,1,2,0,2,2,2,21,6,-2,-2,1,111744,2,268,250,18,240,111744,106,99,7
111762,CET-Watsonville,6,8,8,3,2,1,2,0,2,2,2,13,6,-2,-2,1,111762,1,167,68,99,241,111762,64,28,36
111762,CET-Watsonville,6,8,8,3,2,1,2,0,2,2,2,13,6,-2,-2,1,111762,2,167,68,99,241,111762,64,28,36
111799,CET-Salinas,6,8,8,3,2,1,2,0,2,2,2,12,6,-2,-2,1,111799,1,268,50,218,242,111799,125,21,104
111799,CET-Salinas,6,8,8,3,2,1,2,0,2,2,2,12,6,-2,-2,1,111799,2,268,50,218,242,111799,125,21,104
111887,"Cerritos College",6,8,4,2,4,1,2,40,1,2,2,21,4,4,4,5,111887,1,28922,13768,15154,243,111887,2721,1065,1656
111887,"Cerritos College",6,8,4,2,4,1,2,40,1,2,2,21,4,4,4,5,111887,2,28922,13768,15154,243,111887,2721,1065,1656
111896,"Cerro Coso Community College",6,8,4,2,3,1,2,40,1,2,2,41,4,2,7,3,111896,1,9825,4229,5596,244,111896,417,149,268
111896,"Cerro Coso Community College",6,8,4,2,3,1,2,40,1,2,2,41,4,2,7,3,111896,2,9825,4229,5596,244,111896,417,149,268
111920,"Chabot College",6,8,4,2,4,1,2,40,1,2,2,21,4,1,5,4,111920,1,20005,9307,10698,245,111920,1314,467,847
111920,"Chabot College",6,8,4,2,4,1,2,40,1,2,2,21,4,1,5,4,111920,2,20005,9307,10698,245,111920,1314,467,847
111939,"Chaffey College",6,8,4,2,4,1,2,40,1,2,2,21,4,1,5,5,111939,1,30177,12289,17888,246,111939,2813,1170,1643
111939,"Chaffey College",6,8,4,2,4,1,2,40,1,2,2,21,4,1,5,5,111939,2,30177,12289,17888,246,111939,2813,1170,1643
111948,"Chapman University",6,8,2,1,9,1,1,11,1,2,2,12,2,16,18,3,111948,1,10286,4048,6238,247,111948,2474,969,1505
111948,"Chapman University",6,8,2,1,9,1,1,11,1,2,2,12,2,16,18,3,111948,2,7626,3021,4605,247,111948,2474,969,1505
111948,"Chapman University",6,8,2,1,9,1,1,11,1,2,2,12,2,16,18,3,111948,4,2660,1027,1633,247,111948,2474,969,1505
111966,"Charles R Drew University of Medicine and Science",6,8,2,1,8,1,1,20,1,2,2,21,2,26,26,1,111966,1,934,246,688,248,111966,303,79,224
111966,"Charles R Drew University of Medicine and Science",6,8,2,1,8,1,1,20,1,2,2,21,2,26,26,1,111966,2,243,75,168,248,111966,303,79,224
111966,"Charles R Drew University of Medicine and Science",6,8,2,1,8,1,1,20,1,2,2,21,2,26,26,1,111966,4,691,171,520,248,111966,303,79,224
112075,"Concordia University-Irvine",6,8,2,1,9,1,1,12,1,2,2,11,2,18,18,2,112075,1,5795,2366,3429,249,112075,1836,718,1118
112075,"Concordia University-Irvine",6,8,2,1,9,1,1,12,1,2,2,11,2,18,18,2,112075,2,2014,747,1267,249,112075,1836,718,1118
112075,"Concordia University-Irvine",6,8,2,1,9,1,1,12,1,2,2,11,2,18,18,2,112075,4,3781,1619,2162,249,112075,1836,718,1118
112084,"San Diego Christian College",6,8,2,1,7,1,1,20,1,2,2,21,2,22,21,1,112084,1,771,343,428,250,112084,209,106,103
112084,"San Diego Christian College",6,8,2,1,7,1,1,20,1,2,2,21,2,22,21,1,112084,2,581,291,290,250,112084,209,106,103
112084,"San Diego Christian College",6,8,2,1,7,1,1,20,1,2,2,21,2,22,21,1,112084,4,190,52,138,250,112084,209,106,103
112127,"Church Divinity School of the Pacific",6,8,2,1,7,2,1,20,1,2,2,12,1,24,24,1,112127,1,103,41,62,251,112127,31,13,18
112127,"Church Divinity School of the Pacific",6,8,2,1,7,2,1,20,1,2,2,12,1,24,24,1,112127,4,103,41,62,251,112127,31,13,18
112172,"Citrus College",6,8,4,2,4,1,2,40,1,2,2,21,4,1,4,4,112172,1,18672,8361,10311,252,112172,1948,756,1192
112172,"Citrus College",6,8,4,2,4,1,2,40,1,2,2,21,4,1,4,4,112172,2,18672,8361,10311,252,112172,1948,756,1192
112181,"Citrus Heights Beauty College",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,112181,1,139,3,136,253,112181,75,2,73
112181,"Citrus Heights Beauty College",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,112181,2,139,3,136,253,112181,75,2,73
112190,"City College of San Francisco",6,8,4,2,4,1,2,40,1,2,2,11,4,5,7,5,112190,1,39537,18304,21233,254,112190,2854,1178,1676
112190,"City College of San Francisco",6,8,4,2,4,1,2,40,1,2,2,11,4,5,7,5,112190,2,39537,18304,21233,254,112190,2854,1178,1676
112251,"Claremont Graduate University",6,8,2,1,9,2,1,12,1,2,2,21,1,16,16,2,112251,1,2075,895,1180,255,112251,516,223,293
112251,"Claremont Graduate University",6,8,2,1,9,2,1,12,1,2,2,21,1,16,16,2,112251,4,2075,895,1180,255,112251,516,223,293
112260,"Claremont McKenna College",6,8,2,1,7,1,1,20,1,2,2,21,2,21,21,2,112260,1,1358,714,644,256,112260,330,172,158
112260,"Claremont McKenna College",6,8,2,1,7,1,1,20,1,2,2,21,2,21,21,2,112260,2,1355,711,644,256,112260,330,172,158
112260,"Claremont McKenna College",6,8,2,1,7,1,1,20,1,2,2,21,2,21,21,2,112260,4,3,3,0,256,112260,330,172,158
112288,"Milan Institute-Visalia",6,8,9,3,2,1,2,0,2,2,2,12,6,-2,-2,1,112288,1,531,52,479,257,112288,212,15,197
112288,"Milan Institute-Visalia",6,8,9,3,2,1,2,0,2,2,2,12,6,-2,-2,1,112288,2,531,52,479,257,112288,212,15,197
112367,"Clovis Adult Education",6,8,7,3,2,1,2,0,2,2,2,21,6,-2,-2,1,112367,1,882,110,772,258,112367,345,43,302
112367,"Clovis Adult Education",6,8,7,3,2,1,2,0,2,2,2,21,6,-2,-2,1,112367,2,882,110,772,258,112367,345,43,302
112385,"Coastline Community College",6,8,4,2,3,1,2,40,1,2,2,13,4,2,5,4,112385,1,19804,11163,8641,259,112385,1685,1154,531
112385,"Coastline Community College",6,8,4,2,3,1,2,40,1,2,2,13,4,2,5,4,112385,2,19804,11163,8641,259,112385,1685,1154,531
112394,"Cogswell College",6,8,3,1,7,1,1,20,1,2,2,11,2,22,22,1,112394,1,697,484,213,260,112394,115,85,30
112394,"Cogswell College",6,8,3,1,7,1,1,20,1,2,2,11,2,22,22,1,112394,2,687,478,209,260,112394,115,85,30
112394,"Cogswell College",6,8,3,1,7,1,1,20,1,2,2,11,2,22,22,1,112394,4,10,6,4,260,112394,115,85,30
112455,"Coba Academy",6,8,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,112455,1,128,26,102,261,112455,54,8,46
112455,"Coba Academy",6,8,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,112455,2,128,26,102,261,112455,54,8,46
112525,"Western University of Health Sciences",6,8,2,1,9,2,1,13,1,2,2,21,1,25,25,2,112525,1,3841,1511,2330,262,112525,1103,422,681
112525,"Western University of Health Sciences",6,8,2,1,9,2,1,13,1,2,2,21,1,25,25,2,112525,4,3841,1511,2330,262,112525,1103,422,681
112561,"Columbia College",6,8,4,2,3,1,2,40,1,2,2,41,4,1,2,2,112561,1,3602,1643,1959,263,112561,306,143,163
112561,"Columbia College",6,8,4,2,3,1,2,40,1,2,2,41,4,1,2,2,112561,2,3602,1643,1959,263,112561,306,143,163
112570,"Columbia College Hollywood",6,8,2,1,5,1,2,30,1,2,2,11,2,30,30,1,112570,1,572,314,258,264,112570,95,52,43
112570,"Columbia College Hollywood",6,8,2,1,5,1,2,30,1,2,2,11,2,30,30,1,112570,2,572,314,258,264,112570,95,52,43
112686,"Compton College",6,8,4,2,3,1,2,40,1,2,2,21,4,5,4,3,112686,1,11459,4027,7432,265,112686,612,198,414
112686,"Compton College",6,8,4,2,3,1,2,40,1,2,2,21,4,5,4,3,112686,2,11459,4027,7432,265,112686,612,198,414
112826,"Contra Costa College",6,8,4,2,3,1,2,40,1,2,2,21,4,5,5,3,112826,1,11181,4357,6824,266,112826,700,244,456
112826,"Contra Costa College",6,8,4,2,3,1,2,40,1,2,2,21,4,5,5,3,112826,2,11181,4357,6824,266,112826,700,244,456
113096,"Cosumnes River College",6,8,4,2,4,1,2,40,1,2,2,11,4,1,7,4,113096,1,21015,8959,12056,267,113096,1027,383,644
113096,"Cosumnes River College",6,8,4,2,4,1,2,40,1,2,2,11,4,1,7,4,113096,2,21015,8959,12056,267,113096,1027,383,644
113111,"Crafton Hills College",6,8,4,2,4,1,2,40,1,2,2,41,4,4,7,3,113111,1,9306,4118,5188,268,113111,820,400,420
113111,"Crafton Hills College",6,8,4,2,4,1,2,40,1,2,2,41,4,4,7,3,113111,2,9306,4118,5188,268,113111,820,400,420
113193,"Cuesta College",6,8,4,2,4,1,2,40,1,2,2,23,4,2,3,4,113193,1,15640,7564,8076,269,113193,2707,1273,1434
113193,"Cuesta College",6,8,4,2,4,1,2,40,1,2,2,23,4,2,3,4,113193,2,15640,7564,8076,269,113193,2707,1273,1434
113218,"Cuyamaca College",6,8,4,2,3,1,2,40,1,2,2,21,4,2,5,3,113218,1,13454,5887,7567,270,113218,797,322,475
113218,"Cuyamaca College",6,8,4,2,3,1,2,40,1,2,2,21,4,2,5,3,113218,2,13454,5887,7567,270,113218,797,322,475
113236,"Cypress College",6,8,1,1,5,1,2,30,1,2,2,21,3,14,5,4,113236,1,21695,9325,12370,271,113236,1920,848,1072
113236,"Cypress College",6,8,1,1,5,1,2,30,1,2,2,21,3,14,5,4,113236,2,21695,9325,12370,271,113236,1920,848,1072
113333,"De Anza College",6,8,4,2,4,1,2,40,1,2,2,13,4,7,5,4,113333,1,29192,14507,14685,272,113333,2248,1094,1154
113333,"De Anza College",6,8,4,2,4,1,2,40,1,2,2,13,4,7,5,4,113333,2,29192,14507,14685,272,113333,2248,1094,1154
113449,"International School of Beauty Inc",6,8,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,113449,1,248,60,188,273,113449,111,23,88
113449,"International School of Beauty Inc",6,8,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,113449,2,248,60,188,273,113449,111,23,88
113537,"Dell'Arte International School of Physical Theatre",6,8,2,1,7,1,1,20,1,2,2,41,1,30,30,1,113537,1,31,11,20,274,113537,18,6,12
113537,"Dell'Arte International School of Physical Theatre",6,8,2,1,7,1,1,20,1,2,2,41,1,30,30,1,113537,2,11,2,9,274,113537,18,6,12
113537,"Dell'Arte International School of Physical Theatre",6,8,2,1,7,1,1,20,1,2,2,41,1,30,30,1,113537,4,20,9,11,274,113537,18,6,12
113573,"College of the Desert",6,8,4,2,3,1,2,40,1,2,2,13,4,1,5,4,113573,1,14374,6279,8095,275,113573,1195,477,718
113573,"College of the Desert",6,8,4,2,3,1,2,40,1,2,2,13,4,1,5,4,113573,2,14374,6279,8095,275,113573,1195,477,718
113582,"Design Institute of San Diego",6,8,3,1,5,1,2,30,1,2,2,11,2,30,30,1,113582,1,171,14,157,276,113582,32,1,31
113582,"Design Institute of San Diego",6,8,3,1,5,1,2,30,1,2,2,11,2,30,30,1,113582,2,171,14,157,276,113582,32,1,31
113634,"Diablo Valley College",6,8,4,2,3,1,2,40,1,2,2,21,4,1,5,4,113634,1,30072,14166,15906,277,113634,2403,1022,1381
113634,"Diablo Valley College",6,8,4,2,3,1,2,40,1,2,2,21,4,1,5,4,113634,2,30072,14166,15906,277,113634,2403,1022,1381
113698,"Dominican University of California",6,8,2,1,7,1,1,20,1,2,2,13,2,19,19,2,113698,1,1962,534,1428,278,113698,463,131,332
113698,"Dominican University of California",6,8,2,1,7,1,1,20,1,2,2,13,2,19,19,2,113698,2,1482,420,1062,278,113698,463,131,332
113698,"Dominican University of California",6,8,2,1,7,1,1,20,1,2,2,13,2,19,19,2,113698,4,480,114,366,278,113698,463,131,332
113704,"Dominican School of Philosophy & Theology",6,8,2,1,7,2,1,20,1,2,2,12,1,24,24,1,113704,1,75,68,7,279,113704,13,13,0
113704,"Dominican School of Philosophy & Theology",6,8,2,1,7,2,1,20,1,2,2,12,1,24,24,1,113704,4,75,68,7,279,113704,13,13,0
113856,"East Los Angeles College",6,8,4,2,4,1,2,40,1,2,2,21,4,5,7,5,113856,1,56468,27914,28554,280,113856,3985,1852,2133
113856,"East Los Angeles College",6,8,4,2,4,1,2,40,1,2,2,21,4,5,7,5,113856,2,56468,27914,28554,280,113856,3985,1852,2133
113980,"El Camino Community College District",6,8,4,2,4,1,2,40,1,2,2,21,4,1,4,5,113980,1,34373,16280,18093,281,113980,2949,1334,1615
113980,"El Camino Community College District",6,8,4,2,4,1,2,40,1,2,2,21,4,1,4,5,113980,2,34373,16280,18093,281,113980,2949,1334,1615
114044,"Elegance International",6,8,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,114044,1,387,23,364,282,114044,178,8,170
114044,"Elegance International",6,8,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,114044,2,387,23,364,282,114044,178,8,170
114114,"Emperor's College of Traditional Oriental Medicine",6,8,3,1,9,2,1,13,1,2,2,13,1,26,26,1,114114,1,310,71,239,283,114114,43,9,34
114114,"Emperor's College of Traditional Oriental Medicine",6,8,3,1,9,2,1,13,1,2,2,13,1,26,26,1,114114,4,310,71,239,283,114114,43,9,34
114123,"Empire College",6,8,3,1,9,1,1,13,1,2,2,12,3,23,10,1,114123,1,545,116,429,284,114123,194,43,151
114123,"Empire College",6,8,3,1,9,1,1,13,1,2,2,12,3,23,10,1,114123,2,450,75,375,284,114123,194,43,151
114123,"Empire College",6,8,3,1,9,1,1,13,1,2,2,12,3,23,10,1,114123,4,95,41,54,284,114123,194,43,151
114266,"Evergreen Valley College",6,8,4,2,3,1,2,40,1,2,2,11,4,5,7,3,114266,1,14811,6636,8175,285,114266,812,291,521
114266,"Evergreen Valley College",6,8,4,2,3,1,2,40,1,2,2,11,4,5,7,3,114266,2,14811,6636,8175,285,114266,812,291,521
114354,"FIDM-Fashion Institute of Design & Merchandising-Los Angeles",6,8,3,1,7,1,1,20,1,2,2,11,3,30,30,2,114354,1,3082,461,2621,286,114354,1121,133,988
114354,"FIDM-Fashion Institute of Design & Merchandising-Los Angeles",6,8,3,1,7,1,1,20,1,2,2,11,3,30,30,2,114354,2,3049,455,2594,286,114354,1121,133,988
114354,"FIDM-Fashion Institute of Design & Merchandising-Los Angeles",6,8,3,1,7,1,1,20,1,2,2,11,3,30,30,2,114354,4,33,6,27,286,114354,1121,133,988
114390,"FIDM-Fashion Institute of Design & Merchandising-San Francisco",6,8,3,1,5,1,2,30,1,2,2,11,3,30,10,1,114390,1,272,48,224,287,114390,115,12,103
114390,"FIDM-Fashion Institute of Design & Merchandising-San Francisco",6,8,3,1,5,1,2,30,1,2,2,11,3,30,10,1,114390,2,272,48,224,287,114390,115,12,103
114433,"Feather River Community College District",6,8,1,1,5,1,2,30,1,2,2,41,3,14,2,2,114433,1,3618,1772,1846,288,114433,214,114,100
114433,"Feather River Community College District",6,8,1,1,5,1,2,30,1,2,2,41,3,14,2,2,114433,2,3618,1772,1846,288,114433,214,114,100
114460,"Federico Beauty Institute",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,114460,1,535,99,436,289,114460,262,33,229
114460,"Federico Beauty Institute",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,114460,2,535,99,436,289,114460,262,33,229
114549,"Fielding Graduate University",6,8,2,1,9,2,1,12,1,2,2,13,1,17,17,1,114549,1,1318,314,1004,290,114549,282,71,211
114549,"Fielding Graduate University",6,8,2,1,9,2,1,12,1,2,2,13,1,17,17,1,114549,4,1318,314,1004,290,114549,282,71,211
114585,"Five Branches University",6,8,3,1,9,2,1,13,1,2,2,22,1,26,26,1,114585,1,431,103,328,291,114585,64,15,49
114585,"Five Branches University",6,8,3,1,9,2,1,13,1,2,2,22,1,26,26,1,114585,4,431,103,328,291,114585,64,15,49
114637,"Redondo Beach Beauty College",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,114637,1,149,11,138,292,114637,116,7,109
114637,"Redondo Beach Beauty College",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,114637,2,149,11,138,292,114637,116,7,109
114716,"Foothill College",6,8,1,1,5,1,2,30,1,2,2,21,3,14,5,4,114716,1,29698,14574,15124,293,114716,1237,477,760
114716,"Foothill College",6,8,1,1,5,1,2,30,1,2,2,21,3,14,5,4,114716,2,29698,14574,15124,293,114716,1237,477,760
114734,"Franciscan School of Theology",6,8,2,1,7,2,1,20,1,2,2,21,1,24,24,1,114734,1,57,26,31,294,114734,10,5,5
114734,"Franciscan School of Theology",6,8,2,1,7,2,1,20,1,2,2,21,1,24,24,1,114734,4,57,26,31,294,114734,10,5,5
114761,"Fredrick and Charles Beauty College",6,8,9,3,2,1,2,0,2,2,2,33,6,-2,-2,1,114761,1,86,8,78,295,114761,51,3,48
114761,"Fredrick and Charles Beauty College",6,8,9,3,2,1,2,0,2,2,2,33,6,-2,-2,1,114761,2,86,8,78,295,114761,51,3,48
114789,"Fresno City College",6,8,4,2,4,1,2,40,1,2,2,11,4,5,7,5,114789,1,37849,17518,20331,296,114789,2456,918,1538
114789,"Fresno City College",6,8,4,2,4,1,2,40,1,2,2,11,4,5,7,5,114789,2,37849,17518,20331,296,114789,2456,918,1538
114813,"Fresno Pacific University",6,8,2,1,7,1,1,20,1,2,2,11,2,18,19,2,114813,1,5490,1459,4031,297,114813,1334,342,992
114813,"Fresno Pacific University",6,8,2,1,7,1,1,20,1,2,2,11,2,18,19,2,114813,2,3883,1008,2875,297,114813,1334,342,992
114813,"Fresno Pacific University",6,8,2,1,7,1,1,20,1,2,2,11,2,18,19,2,114813,4,1607,451,1156,297,114813,1334,342,992
114840,"Fuller Theological Seminary",6,8,2,1,9,2,1,11,1,2,2,12,1,24,24,2,114840,1,3570,2058,1512,298,114840,580,352,228
114840,"Fuller Theological Seminary",6,8,2,1,9,2,1,11,1,2,2,12,1,24,24,2,114840,4,3570,2058,1512,298,114840,580,352,228
114859,"Fullerton College",6,8,4,2,3,1,2,40,1,2,2,21,4,1,5,5,114859,1,31457,14728,16729,299,114859,2223,910,1313
114859,"Fullerton College",6,8,4,2,3,1,2,40,1,2,2,21,4,1,5,5,114859,2,31457,14728,16729,299,114859,2223,910,1313
114938,"Gavilan College",6,8,4,2,3,1,2,40,1,2,2,23,4,4,4,3,114938,1,8581,4391,4190,300,114938,802,348,454
114938,"Gavilan College",6,8,4,2,3,1,2,40,1,2,2,23,4,4,4,3,114938,2,8581,4391,4190,300,114938,802,348,454
114947,"Gemological Institute of America-Carlsbad",6,8,8,3,1,1,2,0,2,2,2,12,6,-2,-2,1,114947,1,354,178,176,301,114947,255,130,125
114947,"Gemological Institute of America-Carlsbad",6,8,8,3,1,1,2,0,2,2,2,12,6,-2,-2,1,114947,2,354,178,176,301,114947,255,130,125
115001,"Glendale Community College",6,8,4,2,3,1,2,40,1,2,2,12,4,4,4,4,115001,1,19230,8737,10493,302,115001,1255,461,794
115001,"Glendale Community College",6,8,4,2,3,1,2,40,1,2,2,12,4,4,4,4,115001,2,19230,8737,10493,302,115001,1255,461,794
115010,"Glendale Career College",6,8,3,1,5,1,2,30,1,2,2,12,3,10,-2,1,115010,1,968,233,735,303,115010,275,65,210
115010,"Glendale Career College",6,8,3,1,5,1,2,30,1,2,2,12,3,10,-2,1,115010,2,968,233,735,303,115010,275,65,210
115083,"Golden Gate University-San Francisco",6,8,2,1,9,1,1,11,1,2,2,11,2,18,18,2,115083,1,3381,1764,1617,304,115083,850,428,422
115083,"Golden Gate University-San Francisco",6,8,2,1,9,1,1,11,1,2,2,11,2,18,18,2,115083,2,652,441,211,304,115083,850,428,422
115083,"Golden Gate University-San Francisco",6,8,2,1,9,1,1,11,1,2,2,11,2,18,18,2,115083,4,2729,1323,1406,304,115083,850,428,422
115126,"Golden West College",6,8,4,2,3,1,2,40,1,2,2,21,4,1,5,4,115126,1,17732,7865,9867,305,115126,4024,1757,2267
115126,"Golden West College",6,8,4,2,3,1,2,40,1,2,2,21,4,1,5,4,115126,2,17732,7865,9867,305,115126,4024,1757,2267
115214,"Graduate Theological Union",6,8,2,1,9,2,1,12,1,2,2,12,1,24,24,1,115214,1,210,123,87,306,115214,34,23,11
115214,"Graduate Theological Union",6,8,2,1,9,2,1,12,1,2,2,12,1,24,24,1,115214,4,210,123,87,306,115214,34,23,11
115296,"Grossmont College",6,8,4,2,4,1,2,40,1,2,2,21,4,1,5,4,115296,1,25028,10379,14649,307,115296,1761,700,1061
115296,"Grossmont College",6,8,4,2,4,1,2,40,1,2,2,21,4,1,5,4,115296,2,25028,10379,14649,307,115296,1761,700,1061
115357,"Salon Success Academy-Riverside",6,8,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,115357,1,165,47,118,308,115357,63,16,47
115357,"Salon Success Academy-Riverside",6,8,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,115357,2,165,47,118,308,115357,63,16,47
115393,"Hartnell College",6,8,4,2,3,1,2,40,1,2,2,12,4,1,3,4,115393,1,18538,9873,8665,309,115393,1104,434,670
115393,"Hartnell College",6,8,4,2,3,1,2,40,1,2,2,12,4,1,3,4,115393,2,18538,9873,8665,309,115393,1104,434,670
115409,"Harvey Mudd College",6,8,2,1,5,1,2,30,1,2,2,21,2,21,21,1,115409,1,923,475,448,310,115409,211,115,96
115409,"Harvey Mudd College",6,8,2,1,5,1,2,30,1,2,2,21,2,21,21,1,115409,2,923,475,448,310,115409,211,115,96
115658,"Hilltop Beauty School",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,115658,1,160,9,151,311,115658,52,2,50
115658,"Hilltop Beauty School",6,8,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,115658,2,160,9,151,311,115658,52,2,50
115728,"Holy Names University",6,8,2,1,8,1,1,20,1,2,2,11,2,19,19,1,115728,1,1091,322,769,312,115728,245,69,176
115728,"Holy Names University",6,8,2,1,8,1,1,20,1,2,2,11,2,19,19,1,115728,2,689,237,452,312,115728,245,69,176
115728,"Holy Names University",6,8,2,1,8,1,1,20,1,2,2,11,2,19,19,1,115728,4,402,85,317,312,115728,245,69,176
115746,"Pacifica Graduate Institute",6,8,3,1,9,2,1,12,1,2,2,41,1,26,17,1,115746,1,976,233,743,313,115746,223,49,174
115746,"Pacifica Graduate Institute",6,8,3,1,9,2,1,12,1,2,2,41,1,26,17,1,115746,4,976,233,743,313,115746,223,49,174
115755,"Humboldt State University",6,8,1,1,7,1,1,20,1,2,2,33,2,19,19,3,115755,1,8622,3641,4981,314,115755,2218,937,1281
115755,"Humboldt State University",6,8,1,1,7,1,1,20,1,2,2,33,2,19,19,3,115755,2,7886,3397,4489,314,115755,2218,937,1281
115755,"Humboldt State University",6,8,1,1,7,1,1,20,1,2,2,33,2,19,19,3,115755,4,736,244,492,314,115755,2218,937,1281
115773,"Humphreys University-Stockton and Modesto Campuses",6,8,2,1,9,1,1,13,1,2,2,11,2,22,22,1,115773,1,707,217,490,315,115773,182,65,117
115773,"Humphreys University-Stockton and Modesto Campuses",6,8,2,1,9,1,1,13,1,2,2,11,2,22,22,1,115773,2,475,148,327,315,115773,182,65,117
115773,"Humphreys University-Stockton and Modesto Campuses",6,8,2,1,9,1,1,13,1,2,2,11,2,22,22,1,115773,4,232,69,163,315,115773,182,65,117
115861,"Imperial Valley College",6,8,4,2,3,1,2,40,1,2,2,41,4,4,3,3,115861,1,10628,4686,5942,316,115861,1356,519,837
115861,"Imperial Valley College",6,8,4,2,3,1,2,40,1,2,2,41,4,4,3,3,115861,2,10628,4686,5942,316,115861,1356,519,837
115931,"Institute for Business and Technology",6,8,6,2,3,1,2,40,1,2,2,12,4,10,-2,1,115931,1,919,640,279,317,115931,450,289,161
115931,"Institute for Business and Technology",6,8,6,2,3,1,2,40,1,2,2,12,4,10,-2,1,115931,2,919,640,279,317,115931,450,289,161
116226,"Interior Designers Institute",6,8,3,1,7,1,1,20,1,2,2,13,3,30,30,1,116226,1,267,14,253,318,116226,79,5,74
116226,"Interior Designers Institute",6,8,3,1,7,1,1,20,1,2,2,13,3,30,30,1,116226,2,259,13,246,318,116226,79,5,74
116226,"Interior Designers Institute",6,8,3,1,7,1,1,20,1,2,2,13,3,30,30,1,116226,4,8,1,7,318,116226,79,5,74
116350,"Toni & Guy Hairdressing Academy-Santa Monica",6,8,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,116350,1,321,38,283,319,116350,128,12,116
116350,"Toni & Guy Hairdressing Academy-Santa Monica",6,8,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,116350,2,321,38,283,319,116350,128,12,116
116439,"Irvine Valley College",6,8,4,2,3,1,2,40,1,2,2,11,4,2,5,4,116439,1,19299,9322,9977,320,116439,2095,924,1171
116439,"Irvine Valley College",6,8,4,2,3,1,2,40,1,2,2,11,4,2,5,4,116439,2,19299,9322,9977,320,116439,2095,924,1171
116563,"Bellus Academy-El Cajon",6,8,6,2,4,1,2,0,2,2,2,21,6,-2,-2,1,116563,1,297,11,286,321,116563,132,4,128
116563,"Bellus Academy-El Cajon",6,8,6,2,4,1,2,0,2,2,2,21,6,-2,-2,1,116563,2,297,11,286,321,116563,132,4,128
116712,"John F. Kennedy University",6,8,2,1,9,1,1,13,1,2,2,21,2,17,19,2,116712,1,1615,509,1106,322,116712,238,70,168
116712,"John F. Kennedy University",6,8,2,1,9,1,1,13,1,2,2,21,2,17,19,2,116712,2,606,224,382,322,116712,238,70,168
116712,"John F. Kennedy University",6,8,2,1,9,1,1,13,1,2,2,21,2,17,19,2,116712,4,1009,285,724,322,116712,238,70,168
116846,"American Jewish University",6,8,2,1,7,1,1,20,1,2,2,11,2,21,21,1,116846,1,170,61,109,323,116846,45,19,26
116846,"American Jewish University",6,8,2,1,7,1,1,20,1,2,2,11,2,21,21,1,116846,2,70,26,44,323,116846,45,19,26
116846,"American Jewish University",6,8,2,1,7,1,1,20,1,2,2,11,2,21,21,1,116846,4,100,35,65,323,116846,45,19,26
117052,"Reedley College",6,8,4,2,4,1,2,40,1,2,2,32,4,2,7,4,117052,1,18167,7168,10999,324,117052,1480,685,795
117052,"Reedley College",6,8,4,2,4,1,2,40,1,2,2,32,4,2,7,4,117052,2,18167,7168,10999,324,117052,1480,685,795
117104,"Life Pacific University",6,8,2,1,7,1,1,20,1,2,2,21,2,22,24,1,117104,1,677,330,347,325,117104,145,71,74
117104,"Life Pacific University",6,8,2,1,7,1,1,20,1,2,2,21,2,22,24,1,117104,2,572,267,305,325,117104,145,71,74
117104,"Life Pacific University",6,8,2,1,7,1,1,20,1,2,2,21,2,22,24,1,117104,4,105,63,42,325,117104,145,71,74
117140,"University of La Verne",6,8,2,1,9,1,1,11,1,2,2,21,2,17,17,3,117140,1,9774,3764,6010,326,117140,2415,908,1507
117140,"University of La Verne",6,8,2,1,9,1,1,11,1,2,2,21,2,17,17,3,117140,2,6057,2544,3513,326,117140,2415,908,1507
117140,"University of La Verne",6,8,2,1,9,1,1,11,1,2,2,21,2,17,17,3,117140,4,3717,1220,2497,326,117140,2415,908,1507
117168,"Laguna College of Art and Design",6,8,2,1,7,1,1,20,1,2,2,41,2,30,30,1,117168,1,819,270,549,327,117168,135,50,85
117168,"Laguna College of Art and Design",6,8,2,1,7,1,1,20,1,2,2,41,2,30,30,1,117168,2,764,241,523,327,117168,135,50,85
